# 学生表：id|name|gender|phone|collegeCode|major|className|currentBuilding|currentRoom
# 字段以 | 分隔，一行一条记录；# 开头为注释行。
23012303|23012303|女||01|材料成型及控制工程|230123|01B栋|113
23012304|23012304|女||01|材料成型及控制工程|230123|01B栋|113
23012305|23012305|女||01|材料成型及控制工程|230123|01B栋|114
23012306|23012306|女||01|材料成型及控制工程|230123|01B栋|114
23012307|23012307|女||01|材料成型及控制工程|230123|01B栋|114
23012308|23012308|女||01|材料成型及控制工程|230123|01B栋|114
23012309|23012309|男||01|材料成型及控制工程|230123|01A栋|204
23012310|23012310|男||01|材料成型及控制工程|230123|01A栋|204
23012311|23012311|男||01|材料成型及控制工程|230123|01A栋|204
23012312|23012312|男||01|材料成型及控制工程|230123|01A栋|204
23012313|23012313|男||01|材料成型及控制工程|230123|01A栋|205
23012314|23012314|男||01|材料成型及控制工程|230123|01A栋|205
23012315|23012315|男||01|材料成型及控制工程|230123|01A栋|205
23012316|23012316|男||01|材料成型及控制工程|230123|01A栋|205
23012317|23012317|男||01|材料成型及控制工程|230123|01A栋|206
23012318|23012318|男||01|材料成型及控制工程|230123|01A栋|206
23012319|23012319|男||01|材料成型及控制工程|230123|01A栋|206
23012320|23012320|男||01|材料成型及控制工程|230123|01A栋|206
23012321|23012321|男||01|材料成型及控制工程|230123|01A栋|207
23012322|23012322|男||01|材料成型及控制工程|230123|01A栋|207
23012323|23012323|男||01|材料成型及控制工程|230123|01A栋|207
23012324|23012324|男||01|材料成型及控制工程|230123|01A栋|207
23012325|23012325|男||01|材料成型及控制工程|230123|01A栋|208
23012326|23012326|男||01|材料成型及控制工程|230123|01A栋|208
23012327|23012327|男||01|材料成型及控制工程|230123|01A栋|208
23012328|23012328|男||01|材料成型及控制工程|230123|01A栋|208
23012329|23012329|男||01|材料成型及控制工程|230123|01A栋|209
23012330|23012330|男||01|材料成型及控制工程|230123|01A栋|209
23012331|23012331|男||01|材料成型及控制工程|230123|01A栋|209
23012332|23012332|男||01|材料成型及控制工程|230123|01A栋|209
23012333|23012333|男||01|材料成型及控制工程|230123|01A栋|210
23012334|23012334|男||01|材料成型及控制工程|230123|01A栋|210
23012335|23012335|男||01|材料成型及控制工程|230123|01A栋|210
23012336|23012336|男||01|材料成型及控制工程|230123|01A栋|210
23012337|23012337|男||01|材料成型及控制工程|230123|01A栋|211
23012338|23012338|男||01|材料成型及控制工程|230123|01A栋|211
23012339|23012339|男||01|材料成型及控制工程|230123|01A栋|211
23012340|23012340|男||01|材料成型及控制工程|230123|01A栋|211
23012401|23012401|女||01|材料成型及控制工程|230124|01B栋|115
23012402|23012402|女||01|材料成型及控制工程|230124|01B栋|115
23012403|23012403|女||01|材料成型及控制工程|230124|01B栋|115
23012404|23012404|女||01|材料成型及控制工程|230124|01B栋|115
23012405|23012405|女||01|材料成型及控制工程|230124|01B栋|116
23012406|23012406|女||01|材料成型及控制工程|230124|01B栋|116
23012407|23012407|女||01|材料成型及控制工程|230124|01B栋|116
23012408|23012408|女||01|材料成型及控制工程|230124|01B栋|116
23012409|23012409|男||01|材料成型及控制工程|230124|01A栋|212
23012410|23012410|男||01|材料成型及控制工程|230124|01A栋|212
23012411|23012411|男||01|材料成型及控制工程|230124|01A栋|212
23012412|23012412|男||01|材料成型及控制工程|230124|01A栋|212
23012413|23012413|男||01|材料成型及控制工程|230124|01A栋|213
23012414|23012414|男||01|材料成型及控制工程|230124|01A栋|213
23012415|23012415|男||01|材料成型及控制工程|230124|01A栋|213
23012416|23012416|男||01|材料成型及控制工程|230124|01A栋|213
23012417|23012417|男||01|材料成型及控制工程|230124|01A栋|214
23012418|23012418|男||01|材料成型及控制工程|230124|01A栋|214
23012419|23012419|男||01|材料成型及控制工程|230124|01A栋|214
23012420|23012420|男||01|材料成型及控制工程|230124|01A栋|214
23012421|23012421|男||01|材料成型及控制工程|230124|01A栋|215
23012422|23012422|男||01|材料成型及控制工程|230124|01A栋|215
23012423|23012423|男||01|材料成型及控制工程|230124|01A栋|215
23012424|23012424|男||01|材料成型及控制工程|230124|01A栋|215
23012425|23012425|男||01|材料成型及控制工程|230124|01A栋|216
23012426|23012426|男||01|材料成型及控制工程|230124|01A栋|216
23012427|23012427|男||01|材料成型及控制工程|230124|01A栋|216
23012428|23012428|男||01|材料成型及控制工程|230124|01A栋|216
23012429|23012429|男||01|材料成型及控制工程|230124|01A栋|217
23012430|23012430|男||01|材料成型及控制工程|230124|01A栋|217
23012431|23012431|男||01|材料成型及控制工程|230124|01A栋|217
23012432|23012432|男||01|材料成型及控制工程|230124|01A栋|217
23012433|23012433|男||01|材料成型及控制工程|230124|01A栋|218
23012434|23012434|男||01|材料成型及控制工程|230124|01A栋|218
23012435|23012435|男||01|材料成型及控制工程|230124|01A栋|218
23012436|23012436|男||01|材料成型及控制工程|230124|01A栋|218
23012437|23012437|男||01|材料成型及控制工程|230124|01A栋|219
23012438|23012438|男||01|材料成型及控制工程|230124|01A栋|219
23012439|23012439|男||01|材料成型及控制工程|230124|01A栋|219
23012440|23012440|男||01|材料成型及控制工程|230124|01A栋|219
23013101|23013101|女||01|焊接技术与工程|230131|01B栋|117
23013102|23013102|女||01|焊接技术与工程|230131|01B栋|117
23013103|23013103|女||01|焊接技术与工程|230131|01B栋|117
23013104|23013104|女||01|焊接技术与工程|230131|01B栋|117
23013105|23013105|女||01|焊接技术与工程|230131|01B栋|118
23013106|23013106|女||01|焊接技术与工程|230131|01B栋|118
23013107|23013107|女||01|焊接技术与工程|230131|01B栋|118
23013108|23013108|女||01|焊接技术与工程|230131|01B栋|118
23013109|23013109|男||01|焊接技术与工程|230131|01A栋|220
23013110|23013110|男||01|焊接技术与工程|230131|01A栋|220
23013111|23013111|男||01|焊接技术与工程|230131|01A栋|220
23013112|23013112|男||01|焊接技术与工程|230131|01A栋|220
23013113|23013113|男||01|焊接技术与工程|230131|01A栋|221
23013114|23013114|男||01|焊接技术与工程|230131|01A栋|221
23013115|23013115|男||01|焊接技术与工程|230131|01A栋|221
23013116|23013116|男||01|焊接技术与工程|230131|01A栋|221
23013117|23013117|男||01|焊接技术与工程|230131|01A栋|222
23013118|23013118|男||01|焊接技术与工程|230131|01A栋|222
23013119|23013119|男||01|焊接技术与工程|230131|01A栋|222
23013120|23013120|男||01|焊接技术与工程|230131|01A栋|222
23013121|23013121|男||01|焊接技术与工程|230131|01A栋|223
23013122|23013122|男||01|焊接技术与工程|230131|01A栋|223
23013123|23013123|男||01|焊接技术与工程|230131|01A栋|223
23013124|23013124|男||01|焊接技术与工程|230131|01A栋|223
23013125|23013125|男||01|焊接技术与工程|230131|01A栋|224
23013126|23013126|男||01|焊接技术与工程|230131|01A栋|224
23013127|23013127|男||01|焊接技术与工程|230131|01A栋|224
23013128|23013128|男||01|焊接技术与工程|230131|01A栋|224
23013129|23013129|男||01|焊接技术与工程|230131|01A栋|225
23013130|23013130|男||01|焊接技术与工程|230131|01A栋|225
23013131|23013131|男||01|焊接技术与工程|230131|01A栋|225
23013132|23013132|男||01|焊接技术与工程|230131|01A栋|225
23013133|23013133|男||01|焊接技术与工程|230131|01A栋|226
23013134|23013134|男||01|焊接技术与工程|230131|01A栋|226
23013135|23013135|男||01|焊接技术与工程|230131|01A栋|226
23013136|23013136|男||01|焊接技术与工程|230131|01A栋|226
23013137|23013137|男||01|焊接技术与工程|230131|01A栋|227
23013138|23013138|男||01|焊接技术与工程|230131|01A栋|227
23013139|23013139|男||01|焊接技术与工程|230131|01A栋|227
23013140|23013140|男||01|焊接技术与工程|230131|01A栋|227
23013201|23013201|女||01|焊接技术与工程|230132|01B栋|119
23013202|23013202|女||01|焊接技术与工程|230132|01B栋|119
23013203|23013203|女||01|焊接技术与工程|230132|01B栋|119
23013204|23013204|女||01|焊接技术与工程|230132|01B栋|119
23013205|23013205|女||01|焊接技术与工程|230132|01B栋|120
23013206|23013206|女||01|焊接技术与工程|230132|01B栋|120
23013207|23013207|女||01|焊接技术与工程|230132|01B栋|120
23013208|23013208|女||01|焊接技术与工程|230132|01B栋|120
23013209|23013209|男||01|焊接技术与工程|230132|01A栋|228
23013210|23013210|男||01|焊接技术与工程|230132|01A栋|228
23013211|23013211|男||01|焊接技术与工程|230132|01A栋|228
23013212|23013212|男||01|焊接技术与工程|230132|01A栋|228
23013213|23013213|男||01|焊接技术与工程|230132|01A栋|229
23013214|23013214|男||01|焊接技术与工程|230132|01A栋|229
23013215|23013215|男||01|焊接技术与工程|230132|01A栋|229
23013216|23013216|男||01|焊接技术与工程|230132|01A栋|229
23013217|23013217|男||01|焊接技术与工程|230132|01A栋|230
23013218|23013218|男||01|焊接技术与工程|230132|01A栋|230
23013219|23013219|男||01|焊接技术与工程|230132|01A栋|230
23013220|23013220|男||01|焊接技术与工程|230132|01A栋|230
23013221|23013221|男||01|焊接技术与工程|230132|01A栋|231
23013222|23013222|男||01|焊接技术与工程|230132|01A栋|231
23013223|23013223|男||01|焊接技术与工程|230132|01A栋|231
23013224|23013224|男||01|焊接技术与工程|230132|01A栋|231
23013225|23013225|男||01|焊接技术与工程|230132|01A栋|232
23013226|23013226|男||01|焊接技术与工程|230132|01A栋|232
23013227|23013227|男||01|焊接技术与工程|230132|01A栋|232
23013228|23013228|男||01|焊接技术与工程|230132|01A栋|232
23013229|23013229|男||01|焊接技术与工程|230132|01A栋|233
23013230|23013230|男||01|焊接技术与工程|230132|01A栋|233
23013231|23013231|男||01|焊接技术与工程|230132|01A栋|233
23013232|23013232|男||01|焊接技术与工程|230132|01A栋|233
23013233|23013233|男||01|焊接技术与工程|230132|01A栋|234
23013234|23013234|男||01|焊接技术与工程|230132|01A栋|234
23013235|23013235|男||01|焊接技术与工程|230132|01A栋|234
23013236|23013236|男||01|焊接技术与工程|230132|01A栋|234
23013237|23013237|男||01|焊接技术与工程|230132|01A栋|235
23013238|23013238|男||01|焊接技术与工程|230132|01A栋|235
23013239|23013239|男||01|焊接技术与工程|230132|01A栋|235
23013240|23013240|男||01|焊接技术与工程|230132|01A栋|235
23013301|23013301|女||01|焊接技术与工程|230133|01B栋|121
23013302|23013302|女||01|焊接技术与工程|230133|01B栋|121
23013303|23013303|女||01|焊接技术与工程|230133|01B栋|121
23013304|23013304|女||01|焊接技术与工程|230133|01B栋|121
23013305|23013305|女||01|焊接技术与工程|230133|01B栋|122
23013306|23013306|女||01|焊接技术与工程|230133|01B栋|122
23013307|23013307|女||01|焊接技术与工程|230133|01B栋|122
23013308|23013308|女||01|焊接技术与工程|230133|01B栋|122
23013309|23013309|男||01|焊接技术与工程|230133|01A栋|236
23013310|23013310|男||01|焊接技术与工程|230133|01A栋|236
23013311|23013311|男||01|焊接技术与工程|230133|01A栋|236
23013312|23013312|男||01|焊接技术与工程|230133|01A栋|236
23013313|23013313|男||01|焊接技术与工程|230133|01A栋|237
23013314|23013314|男||01|焊接技术与工程|230133|01A栋|237
23013315|23013315|男||01|焊接技术与工程|230133|01A栋|237
23013316|23013316|男||01|焊接技术与工程|230133|01A栋|237
23013317|23013317|男||01|焊接技术与工程|230133|01A栋|238
23013318|23013318|男||01|焊接技术与工程|230133|01A栋|238
23013319|23013319|男||01|焊接技术与工程|230133|01A栋|238
23013320|23013320|男||01|焊接技术与工程|230133|01A栋|238
23013321|23013321|男||01|焊接技术与工程|230133|01A栋|239
23013322|23013322|男||01|焊接技术与工程|230133|01A栋|239
23013323|23013323|男||01|焊接技术与工程|230133|01A栋|239
23013324|23013324|男||01|焊接技术与工程|230133|01A栋|239
23013325|23013325|男||01|焊接技术与工程|230133|01A栋|240
23013326|23013326|男||01|焊接技术与工程|230133|01A栋|240
23013327|23013327|男||01|焊接技术与工程|230133|01A栋|240
23013328|23013328|男||01|焊接技术与工程|230133|01A栋|240
23013329|23013329|男||01|焊接技术与工程|230133|01A栋|241
23013330|23013330|男||01|焊接技术与工程|230133|01A栋|241
23013331|23013331|男||01|焊接技术与工程|230133|01A栋|241
23013332|23013332|男||01|焊接技术与工程|230133|01A栋|241
23013333|23013333|男||01|焊接技术与工程|230133|01A栋|242
23013334|23013334|男||01|焊接技术与工程|230133|01A栋|242
23013335|23013335|男||01|焊接技术与工程|230133|01A栋|242
23013336|23013336|男||01|焊接技术与工程|230133|01A栋|242
23013337|23013337|男||01|焊接技术与工程|230133|01A栋|243
23013338|23013338|男||01|焊接技术与工程|230133|01A栋|243
23013339|23013339|男||01|焊接技术与工程|230133|01A栋|243
23013340|23013340|男||01|焊接技术与工程|230133|01A栋|243
23013401|23013401|女||01|焊接技术与工程|230134|01B栋|123
23013402|23013402|女||01|焊接技术与工程|230134|01B栋|123
23013403|23013403|女||01|焊接技术与工程|230134|01B栋|123
23013404|23013404|女||01|焊接技术与工程|230134|01B栋|123
23013405|23013405|女||01|焊接技术与工程|230134|01B栋|124
23013406|23013406|女||01|焊接技术与工程|230134|01B栋|124
23013407|23013407|女||01|焊接技术与工程|230134|01B栋|124
23013408|23013408|女||01|焊接技术与工程|230134|01B栋|124
23013409|23013409|男||01|焊接技术与工程|230134|01A栋|244
23013410|23013410|男||01|焊接技术与工程|230134|01A栋|244
23013411|23013411|男||01|焊接技术与工程|230134|01A栋|244
23013412|23013412|男||01|焊接技术与工程|230134|01A栋|244
