# 辅导员表：id|name|gender|phone|collegeCode|jobTitle
# 字段以 | 分隔，一行一条记录；# 开头为注释行。
24143|24143|||14|辅导员
24144|24144|||14|辅导员
25141|25141|||14|辅导员
25142|25142|||14|辅导员
25143|25143|||14|辅导员
25144|25144|||14|辅导员
26141|26141|||14|辅导员
26142|26142|||14|辅导员
26143|26143|||14|辅导员
26144|26144|||14|辅导员
23151|23151|||15|辅导员
23152|23152|||15|辅导员
23153|23153|||15|辅导员
23154|23154|||15|辅导员
24151|24151|||15|辅导员
24152|24152|||15|辅导员
24153|24153|||15|辅导员
24154|24154|||15|辅导员
25151|25151|||15|辅导员
25152|25152|||15|辅导员
25153|25153|||15|辅导员
25154|25154|||15|辅导员
26151|26151|||15|辅导员
26152|26152|||15|辅导员
26153|26153|||15|辅导员
26154|26154|||15|辅导员
23161|23161|||16|辅导员
23162|23162|||16|辅导员
23163|23163|||16|辅导员
23164|23164|||16|辅导员
24161|24161|||16|辅导员
24162|24162|||16|辅导员
24163|24163|||16|辅导员
24164|24164|||16|辅导员
25161|25161|||16|辅导员
25162|25162|||16|辅导员
25163|25163|||16|辅导员
25164|25164|||16|辅导员
26161|26161|||16|辅导员
26162|26162|||16|辅导员
26163|26163|||16|辅导员
26164|26164|||16|辅导员
23201|23201|||20|辅导员
23202|23202|||20|辅导员
23203|23203|||20|辅导员
23204|23204|||20|辅导员
24201|24201|||20|辅导员
24202|24202|||20|辅导员
24203|24203|||20|辅导员
24204|24204|||20|辅导员
25201|25201|||20|辅导员
25202|25202|||20|辅导员
25203|25203|||20|辅导员
25204|25204|||20|辅导员
26201|26201|||20|辅导员
26202|26202|||20|辅导员
26203|26203|||20|辅导员
26204|26204|||20|辅导员
